,Course_Name,Course_Description,Lectures_Num,Course_Level,Course_hours,Rate,Number_Rates
1416,devtool pro beginn expert w chrome develop tool,complet guid build beauti fast bug free web applic googl chrome devtool rocco balsamo,39,All Levels,25,4.2,505
1417,learn modern opengl program,creat graphic opengl c game institut inc,13,Intermediate,105,4.5,266
1418,selenium masterclass absolut beginn hand,selenium webdriv java selenium framework design code guid levelup devop,218,All Levels,48,4.2,615
1419,rust program languag beginn,effect c develop rust program librari increas career option tim buchalka learn program academi,192,Beginner,195,4.0,137
1420,mongodb essenti complet mongodb guid,master mongodb databas use javascript mongo shell robo robomongo mongodb compass bogdan stashchuk,223,All Levels,105,4.6,510
1421,node sql postgresql master backend web develop,boost node express sql postgresql backend develop skill nodej databas express js es david joseph katz,46,All Levels,5,4.3,577
1422,data scienc beginn handson data scienc python,machin learn deep learn tensorflow python regress classif cluster npl data analysi vijay gadhav,116,All Levels,12,4.5,144
1423,learn uniti engin c creat real top rpg,learn uniti engin c develop fast effici workflow creat top rpg futur project michael doyon,51,Beginner,8,4.5,479
1424,beyond basic rest api aspnet core ef core,go beyond basic crud api learn add pagin sort collect creation rest asp api net core pavol almasi,101,All Levels,8,4.7,18
1425,spring framework easi step,creat end end java ee web applic use spring bharath thippireddi,280,All Levels,125,4.3,1244
1426,basic softwar architectur design pattern java,guid creat smart reusabl softwar solid principl design pattern holczer balaz,58,All Levels,45,4.2,1347
1427,c memori trick learn master garbag collector,cours teach advanc c memori manag trick everi profession net develop must know mark farragh,28,All Levels,35,4.4,498
1428,learn java unit test junit step,junit tutori beginn exampl inminut offici,38,All Levels,3,4.2,5897
1429,complet walkthrough azur app servic paa,comprehens cours azur app servic cover deploy manag secur monitor varma rudra,51,All Levels,65,4.6,87
1430,gentl introduct aspnet web form beginn,creat dynam websit first step charli chiarelli,83,Beginner,13,4.5,230
1431,flutter sqflite build local storag io android app,creat product readi nativ io android app use sqlite databas flutter marcu ng,8,All Levels,1,4.7,38
1432,complet javascript develop,learn essenti skill levelup beginn advanc javascript develop reed barger,29,All Levels,5,4.7,19
1433,object orient php tdd phpunit scratch,learn object orient php test driven develop use phpunit project includ devscreencast elearn,68,Intermediate,125,4.5,65
1434,tame googl g suit complet administr guid,learn deploy googl g suit easytofollow tutori beginn advanc administr paul ogier,95,All Levels,105,4.6,31
1435,vue js firebas complet cours,learn creat real world vue js applic connect firestorefirebas databas eincod filip jerga,97,All Levels,175,4.4,18
1436,oracl applic frameworkoaf beginn expert,oracl applic frameworkoaf practic real time exampl mani jal,40,All Levels,19,4.2,45
1437,terraform azur,infrastructur code terraform azur provis servic like cosmosdb azur kubernet servic ak edward viaen,54,All Levels,7,4.6,7
1438,state art android app develop kotlin,use kotlin mvvm dagger navig retrofit unit test catalin stefan,48,All Levels,65,4.7,81
1439,mcsa window server certif,cours prepar ident window server exam smartech academi inc,81,All Levels,6,4.1,133
1440,apach nifi complet guid hortonwork data platform,apach nifi robust data ingest distribut framework etl option nifi core hortonwork data platform manoj g big data evangelist,44,All Levels,3,4.4,315
1441,build spring boot app kotlin program languag,build fulli function robust effici applic spring boot kotlin program languag matt greencroft,116,Intermediate,8,4.6,134
1442,complet blockchain profession cours,learn depth fundament blockchain blockchain architectur variou blockchain use case weblock blockchain,66,All Levels,6,4.1,133
1443,swift program beginn,learn code swift mac xcode playground linux window make io iphon app command line tool nick walter,40,All Levels,6,4.5,215
1444,swiftui build amaz app much less code hassl,learn work appl new declar framework build beauti stylish app fast much less code stephen destefano,87,All Levels,12,4.3,69
1445,causal data scienc direct acycl graph,get know modern tool causal infer machin learn ai mani practic exampl r paul hünermund,27,All Levels,5,4.5,58
1446,learn c net program beginn,learn program c net expert lesson allow learn c program pace infinit skill,115,All Levels,75,4.5,329
1447,complet react js web develop es build project,master react js es firebas auth along reactj basic creat project igneu technolog,76,Beginner,125,4.2,929
1448,php beginn inventori po sale project adminlt,creat inventori po system project bill use bootstrap respons adminlt dashboard php php mysql mohammad faizan,147,All Levels,26,4.4,113
1449,blazingfast vue graphql gridsom,har best vue graphql make impress ridicul fast app use gridsom static site gener reed barger,28,All Levels,3,4.6,109
1450,depend inject net core second edit,master depend inject net core aspnet core use c interview question aref k,23,All Levels,2,4.3,353
1451,complet python program masterclass beginn advanc,learn program like pro python start python program basic progress python profession kyle pew,109,All Levels,7,4.5,499
1452,junit mockito crash cours,learn use junit mockito unit test easi step bharath thippireddi,76,All Levels,4,4.3,1604
1453,python certif exam prepar pcap pcpp,master python easili question latest version georgio daccach,6,230 questions,230,4.0,119
1454,introduct profibu dp network,learn fundament profibu dp network use theoret practic approach emil ackbarali,39,Intermediate,3,4.5,249
1455,understand distribut system complet guid,learn understand power distribut comput write concurr scalabl applic magictech academi,31,All Levels,4,4.2,118
1456,introduct vr uniti,creat immers virtual realiti experi iphoneandroid cardboard vr devic uniti fred moreau,108,Beginner,75,4.0,273
1457,refactor design pattern exampl,improv intern design exist applic refactor techniqu design pattern c zoran horvat,51,Intermediate,45,4.4,240
1458,modern android app use kotlin mvvm dagger rxjava,learn latest android technolog includ dagger mvvm kotlin rxjava retrofit mockito glide catalin stefan,27,All Levels,3,4.4,253
1459,tsql train real world scenariostrick trade,transact sql queri program develop advanc microsoft sql server onlin video train cours vika munjal vika munjal,43,Intermediate,6,4.6,179
1460,nodej beginn becom nodej develop project,nodej beginn learn everyth need becom nodej develop practic exercis project edwin diaz,201,All Levels,23,4.3,751
1461,matlab onramp code concept confid style,learn key matlab program skill separ expert novic debug function visual mike x cohen,54,All Levels,65,4.6,427
1462,design build custom app use dynam,build dynam incis busi solut packt publish,74,Expert,10,4.5,206
1463,wanna learn jmeter get train industri expertshr,jmeter jmeter coverag perform test load test beanshel script jmeter api test world,154,All Levels,18,4.5,739
1464,api test autom rest assur api test java,api test via rest assur java api test autom framework postman live project api respons handl levelup devop,148,All Levels,295,3.9,670
1465,hour sqlsql server visual studio cours,learn sql sql server ssm aspnet visual studio c html,88,Intermediate,19,4.3,994
1466,learn path magento master test magento eas,gain indepth knowledg magento well explor autom test techniqu packt publish,37,Expert,6,4.0,405
1467,databas part normal relat algebra,learn databas manag system scratch databas manag system form core comput scienc vignesh sekar,67,All Levels,9,4.6,63
1468,gdpr privaci data protect case studi explain,step step exampl privaci profession approach gdpr case studi roland costea,58,All Levels,6,3.9,47
1469,seo complet wordpress seo blueprint,learn wordpress seo keyword googl trend page author speed optim bounc rate much alexand oni,43,All Levels,3,4.7,15
1470,react nativ design build front end mobil app,build front end app android io use react nativ expo nativ base element cover igneu technolog,47,All Levels,65,4.5,292
1471,learn azur step step,cours teach azur step step perspect c develop shivprasad koirala,14,Beginner,11,4.3,121
1472,react nativ foundat firebas redux,get run react nativ firebas realtim databasestorag redux less hour varun nath,62,Beginner,5,4.6,70
1473,rest api autom rest assur novic ninja,join popular rest api autom cours basic advanc level framework implement scratch let kode,88,All Levels,115,4.3,564
1474,learn jenkin devop guru,learn build autom continu integr pipelin jenkin take devop skill next level devop train,66,All Levels,4,4.3,359
1475,make freak android app,make app android marshmallow use android studio mac window also learn java program nick walter,49,Beginner,65,4.6,640
1476,complet dj data visual guid,bring data life dj data visual librari master javascript html css build stun data visual paulo dichon android java flutter develop teacher,156,All Levels,175,4.4,111
1477,ultim linq c masterclass basic advanc,linq class ever need queri method syntax cover cours tod vachev,46,Beginner,4,4.5,419
1478,absolut beginn guid learn unreal engin,get fast start work knowledg unreal engin super quick fun time michael rick,41,Beginner,35,4.6,47
1479,learn articul storylin scratch,learn creat interact e learn use articul storylin prashant gupta,43,Beginner,55,4.5,192
1480,ev python,learn program world popular pedagog robot world popular program languag nigel ward,21,Beginner,45,4.4,64
1481,hp uft basic intermedi,autom test hp unifi function test pavan lalwani,41,Beginner,5,4.4,1476
1482,core java made easi,master java quick simpl step bharath thippireddi,382,All Levels,185,4.4,1241
1483,autom etl complet etl project,beginn advanc project also free seminar access lifetim student tim smith,51,All Levels,115,4.0,42
1484,clojur complet beginn guid,learn clojur fun new function program languag catalin stefan,38,All Levels,4,4.1,148
1485,wordpress academi learn wordpress step step,learn wordpress practic project base approach includ php theme develop wordpress ecommerc store chri dixon,83,Beginner,8,4.4,562
1486,learn swift bob intermedi advanc swift,function program protocol orient valu orient gener protocol object orient swift bob lee,84,Intermediate,175,4.1,545
